subID	 genre	 age	 group	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Condition_code	 Evaluation_Score	 Validation_Type	 Evaluation_Score_2	 Validation_Type_2	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Onset_Evaluation2	 End_Evaluation2	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Real_Time_Onset_Evaluation2	 Time_End_Evaluation2	 RT2
16	1	28	1	semantic	1	CPh1_16.wav	SNnegh3_16.wav	CP_SNneg	16	4	1	valid	NaN	NaN	1.7267	0.80245	h1	h3	0	1	2.7267	3.7267	4.5291	5.5291	9.5291	NaN	NaN	0.016639	1.018	2.736	3.7374	4.5378	5.5393	7.684	2.1447	NaN	NaN	NaN
16	1	28	1	semantic	1	CPh4_12.wav	SPposf2_12.wav	CP_SPpos	12	1	5	valid	NaN	NaN	2.1412	0.82431	h4	f2	9.5291	10.5291	12.6703	13.6703	14.4946	15.4946	19.4946	NaN	NaN	9.5432	10.5443	12.6793	13.6807	14.4979	15.4993	16.6689	1.1696	NaN	NaN	NaN
16	1	28	1	semantic	1	CNh4_14.wav	SNposf3_14.wav	CN_SNpos	14	4	1	valid	NaN	NaN	2.3888	1.2307	h4	f3	19.4946	20.4946	22.8834	23.8834	25.114	26.114	30.114	NaN	NaN	19.5031	20.5042	22.8895	23.8909	25.1252	26.1265	27.1187	0.99221	NaN	NaN	NaN
16	1	28	1	semantic	1	CPh2_13.wav	SPposh4_13.wav	CP_SPpos	13	1	3	valid	NaN	NaN	1.8256	0.95528	h2	h4	30.114	31.114	32.9397	33.9397	34.895	35.895	39.895	NaN	NaN	30.1305	31.1315	32.9496	33.951	34.9016	35.903	37.0156	1.1125	NaN	NaN	NaN
16	1	28	1	semantic	1	CNf2_10.wav	SPposh4_10.wav	CN_SPpos	10	5	2	valid	NaN	NaN	2.023	0.7793	f2	h4	39.895	40.895	42.918	43.918	44.6972	45.6972	49.6972	NaN	NaN	39.9067	40.908	42.9262	43.9276	44.7113	45.7128	47.3668	1.654	NaN	NaN	NaN
16	1	28	1	semantic	1	CPh1_9.wav	SPnegh4_9.wav	CP_SPneg	9	4	5	valid	NaN	NaN	1.6736	1.2318	h1	h4	49.6972	50.6972	52.3709	53.3709	54.6027	55.6027	59.6027	NaN	NaN	49.7001	50.7011	52.3857	53.3871	54.6046	55.6061	56.4949	0.88877	NaN	NaN	NaN
16	1	28	1	semantic	1	CPf4_10.wav	SPposf3_10.wav	CP_SPpos	10	1	5	directvalide	NaN	NaN	1.9699	0.9346	f4	f3	59.6027	60.6027	62.5726	63.5726	64.5072	65.5072	69.5072	NaN	NaN	59.6101	60.6109	62.5793	63.5807	64.5145	65.5159	66.2945	0.77857	NaN	NaN	NaN
16	1	28	1	semantic	1	CPf4_14.wav	SNnegf3_14.wav	CP_SNneg	14	4	1	valid	NaN	NaN	2.4675	1.1576	f4	f3	69.5072	70.5072	72.9746	73.9746	75.1322	76.1322	80.1322	NaN	NaN	69.5201	70.521	72.9897	73.9911	75.142	76.1433	76.9184	0.77509	NaN	NaN	NaN
16	1	28	1	semantic	1	CNf2_12.wav	SPnegh3_12.wav	CN_SPneg	12	5	5	valid	NaN	NaN	2.1421	0.96778	f2	h3	80.1322	81.1322	83.2744	84.2744	85.2421	86.2421	90.2421	NaN	NaN	80.1473	81.1482	83.2833	84.2848	85.252	86.2534	87.2784	1.025	NaN	NaN	NaN
16	1	28	1	semantic	1	CPh2_13.wav	SPnegf1_13.wav	CP_SPneg	13	4	4	valid	NaN	NaN	1.8256	0.8637	h2	f1	90.2421	91.2421	93.0678	94.0678	94.9315	95.9315	99.9315	NaN	NaN	90.2574	91.2585	93.0764	94.0779	94.9453	95.9464	98.3029	2.3565	NaN	NaN	NaN
16	1	28	1	semantic	1	CNf1_9.wav	SPposh1_9.wav	CN_SPpos	9	5	5	valid	NaN	NaN	2.1994	0.8344	f1	h1	99.9315	100.9315	103.1308	104.1308	104.9652	105.9652	109.9652	NaN	NaN	99.9338	100.9348	103.1365	104.138	104.972	105.9731	107.0149	1.0418	NaN	NaN	NaN
