subID	 genre	 age	 group	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Condition_code	 Evaluation_Score	 Validation_Type	 Evaluation_Score_2	 Validation_Type_2	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Onset_Evaluation2	 End_Evaluation2	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Real_Time_Onset_Evaluation2	 Time_End_Evaluation2	 RT2
16	1	28	1	tom	3	CPh3_14.wav	SNnegf4_14.wav	CP_SNneg	14	4	4	valid	NaN	NaN	2.0404	1.262	h3	f4	0	1	3.0404	4.0404	5.3023	6.3023	10.3023	NaN	NaN	0.032073	1.0162	3.0512	4.0526	5.3035	6.3048	8.8336	2.5287	NaN	NaN	NaN
16	1	28	1	tom	3	CNh4_13.wav	SNnegf3_13.wav	CN_SNneg	13	1	1	valid	NaN	NaN	2.5239	1.1068	h4	f3	10.3023	11.3023	13.8263	14.8263	15.9331	16.9331	20.9331	NaN	NaN	10.3089	11.3099	13.8287	14.8301	15.9474	16.9489	17.7537	0.8048	NaN	NaN	NaN
16	1	28	1	tom	3	CNh4_14.wav	SNposh2_14.wav	CN_SNpos	14	4	2	valid	NaN	NaN	2.3888	1.0816	h4	h2	20.9331	21.9331	24.3219	25.3219	26.4034	27.4034	31.4034	NaN	NaN	20.9362	21.9372	24.3226	25.3236	26.408	27.4094	29.0518	1.6424	NaN	NaN	NaN
16	1	28	1	tom	3	CNf2_10.wav	SNnegh4_10.wav	CN_SNneg	10	1	3	valid	NaN	NaN	2.023	0.90499	f2	h4	31.4034	32.4034	34.4264	35.4264	36.3314	37.3314	41.3314	NaN	NaN	31.4133	32.4143	34.4328	35.4339	36.3346	37.336	38.7481	1.4122	NaN	NaN	NaN
16	1	28	1	tom	3	CPh2_14.wav	SPnegf3_14.wav	CP_SPneg	14	4	1	valid	NaN	NaN	2.0656	1.071	h2	f3	41.3314	42.3314	44.397	45.397	46.468	47.468	51.468	NaN	NaN	41.3399	42.3409	44.4092	45.4106	46.4782	47.4795	48.4758	0.99629	NaN	NaN	NaN
16	1	28	1	tom	3	CPh2_15.wav	SNnegf4_15.wav	CP_SNneg	15	4	4	valid	NaN	NaN	1.6427	1.421	h2	f4	51.468	52.468	54.1107	55.1107	56.5316	57.5316	61.5316	NaN	NaN	51.4834	52.4843	54.1189	55.1204	56.5381	57.5396	59.2358	1.6963	NaN	NaN	NaN
16	1	28	1	tom	3	CNf3_15.wav	SPposf1_15.wav	CN_SPpos	15	5	1	valid	NaN	NaN	2.2024	1.0563	f3	f1	61.5316	62.5316	64.734	65.734	66.7903	67.7903	71.7903	NaN	NaN	61.5435	62.5445	64.7465	65.7477	66.7983	67.7998	68.7971	0.9973	NaN	NaN	NaN
16	1	28	1	tom	3	CPf3_12.wav	SNposh4_12.wav	CP_SNpos	12	4	1	valid	NaN	NaN	1.8798	0.88991	f3	h4	71.7903	72.7903	74.6701	75.6701	76.56	77.56	81.56	NaN	NaN	71.8038	72.8047	74.673	75.6742	76.5749	77.5762	78.2805	0.70431	NaN	NaN	NaN
16	1	28	1	tom	3	CPh4_12.wav	SPnegf1_12.wav	CP_SPneg	12	4	2	valid	NaN	NaN	2.1412	0.9871	h4	f1	81.56	82.56	84.7012	85.7012	86.6883	87.6883	91.6883	NaN	NaN	81.5636	82.5647	84.7166	85.7177	86.7016	87.703	89.4117	1.7087	NaN	NaN	NaN
16	1	28	1	tom	3	CPh2_12.wav	SPposf2_12.wav	CP_SPpos	12	1	1	valid	NaN	NaN	1.9761	0.82431	h2	f2	91.6883	92.6883	94.6644	95.6644	96.4887	97.4887	101.4887	NaN	NaN	91.6904	92.6913	94.6762	95.6777	96.4947	97.4964	97.9749	0.47843	NaN	NaN	NaN
16	1	28	1	tom	3	CPf2_16.wav	SPnegh2_16.wav	CP_SPneg	16	4	3	directvalide	NaN	NaN	1.9374	0.71562	f2	h2	101.4887	102.4887	104.4261	105.4261	106.1417	107.1417	111.1417	NaN	NaN	101.5003	102.5012	104.4363	105.4375	106.1544	107.1557	108.5479	1.3922	NaN	NaN	NaN
16	1	28	1	tom	3	CPh1_13.wav	SPnegf4_13.wav	CP_SPneg	13	4	2	valid	NaN	NaN	1.4469	0.99007	h1	f4	111.1417	112.1417	113.5887	114.5887	115.5787	116.5787	120.5787	NaN	NaN	111.16	112.1443	113.5953	114.5966	115.5808	116.5819	117.8281	1.2462	NaN	NaN	NaN
16	1	28	1	tom	3	CNh2_16.wav	SPposf2_16.wav	CN_SPpos	16	5	3	valid	NaN	NaN	2.0371	0.70095	h2	f2	120.5787	121.5787	123.6158	124.6158	125.3168	126.3168	130.3168	NaN	NaN	120.586	121.587	123.622	124.6233	125.3236	126.325	127.3158	0.99079	NaN	NaN	NaN
16	1	28	1	tom	3	CPh2_15.wav	SPnegh1_15.wav	CP_SPneg	15	4	3	valid	NaN	NaN	1.6427	1.4035	h2	h1	130.3168	131.3168	132.9594	133.9594	135.363	136.363	140.363	NaN	NaN	130.3292	131.3303	132.9647	133.9661	135.3671	136.3684	137.9799	1.6114	NaN	NaN	NaN
16	1	28	1	tom	3	CNh2_16.wav	SNposh1_16.wav	CN_SNpos	16	4	3	valid	NaN	NaN	2.0371	0.68971	h2	h1	140.363	141.363	143.4001	144.4001	145.0898	146.0898	150.0898	NaN	NaN	140.3724	141.3736	143.4085	144.4098	145.0935	146.0948	147.292	1.1971	NaN	NaN	NaN
16	1	28	1	tom	3	CNh2_9.wav	SPnegf2_9.wav	CN_SPneg	9	5	1	directvalide	NaN	NaN	2.521	0.93605	h2	f2	150.0898	151.0898	153.6107	154.6107	155.5468	156.5468	160.5468	NaN	NaN	150.0988	151.0999	153.6186	154.6202	155.5539	156.5549	157.3484	0.79352	NaN	NaN	NaN
16	1	28	1	tom	3	CNf4_12.wav	SNposh2_12.wav	CN_SNpos	12	4	1	valid	NaN	NaN	2.3907	0.79694	f4	h2	160.5468	161.5468	163.9375	164.9375	165.7344	166.7344	170.7344	NaN	NaN	160.5597	161.5602	163.9457	164.9471	165.7474	166.749	167.8522	1.1032	NaN	NaN	NaN
16	1	28	1	tom	3	CPf2_12.wav	SNnegf4_12.wav	CP_SNneg	12	4	3	valid	NaN	NaN	1.8493	1.0106	f2	f4	170.7344	171.7344	173.5837	174.5837	175.5943	176.5943	180.5943	NaN	NaN	170.736	171.7372	173.5887	174.5902	175.6073	176.6087	177.5964	0.98773	NaN	NaN	NaN
16	1	28	1	tom	3	CNf1_15.wav	SNposf2_15.wav	CN_SNpos	15	4	1	valid	NaN	NaN	1.716	1.0536	f1	f2	180.5943	181.5943	183.3103	184.3103	185.3639	186.3639	190.3639	NaN	NaN	180.5959	181.597	183.315	184.3166	185.3671	186.3686	187.2071	0.83851	NaN	NaN	NaN
16	1	28	1	tom	3	CPf3_9.wav	SNposh3_9.wav	CP_SNpos	9	4	1	valid	NaN	NaN	2.1912	1.121	f3	h3	190.3639	191.3639	193.5551	194.5551	195.6761	196.6761	200.6761	NaN	NaN	190.3725	191.3735	193.5589	194.5602	195.6774	196.6788	197.4759	0.7971	NaN	NaN	NaN
16	1	28	1	tom	3	CPf1_16.wav	SNnegh2_16.wav	CP_SNneg	16	4	4	valid	NaN	NaN	1.7906	0.72782	f1	h2	200.6761	201.6761	203.4667	204.4667	205.1945	206.1945	210.1945	NaN	NaN	200.6828	201.6838	203.4686	204.4699	205.2035	206.2051	207.5643	1.3592	NaN	NaN	NaN
16	1	28	1	tom	3	CPh4_14.wav	SPposf4_14.wav	CP_SPpos	14	1	1	valid	NaN	NaN	2.2474	1.2568	h4	f4	210.1945	211.1945	213.4419	214.4419	215.6987	216.6987	220.6987	NaN	NaN	210.209	211.21	213.4451	214.4466	215.7142	216.7155	217.3241	0.6086	NaN	NaN	NaN
16	1	28	1	tom	3	CPh4_15.wav	SNposf3_15.wav	CP_SNpos	15	4	1	valid	NaN	NaN	2.1375	1.2249	h4	f3	220.6987	221.6987	223.8363	224.8363	226.0611	227.0611	231.0611	NaN	NaN	220.7029	221.7037	223.839	224.8407	226.0745	227.0759	228.0682	0.99231	NaN	NaN	NaN
16	1	28	1	tom	3	CPf1_9.wav	SPnegf2_9.wav	CP_SPneg	9	4	1	valid	NaN	NaN	1.917	0.93605	f1	f2	231.0611	232.0611	233.9781	234.9781	235.9142	236.9142	240.9142	NaN	NaN	231.0631	232.0642	233.983	234.9837	235.9176	236.9191	237.7799	0.86078	NaN	NaN	NaN
16	1	28	1	tom	3	CNh1_11.wav	SPposh3_11.wav	CN_SPpos	11	5	1	valid	NaN	NaN	2.0088	1.246	h1	h3	240.9142	241.9142	243.923	244.923	246.169	247.169	251.169	NaN	NaN	240.9231	241.9239	243.9257	244.9274	246.178	247.1798	248.0333	0.8535	NaN	NaN	NaN
16	1	28	1	tom	3	CNh2_11.wav	SNnegh1_11.wav	CN_SNneg	11	1	1	valid	NaN	NaN	2.2526	0.76687	h2	h1	251.169	252.169	254.4216	255.4216	256.1884	257.1884	261.1884	NaN	NaN	251.1834	252.1846	254.4363	255.4376	256.2047	257.206	257.9093	0.70331	NaN	NaN	NaN
16	1	28	1	tom	3	CNh2_9.wav	SNposf2_9.wav	CN_SNpos	9	4	1	valid	NaN	NaN	2.521	1.2481	h2	f2	261.1884	262.1884	264.7094	265.7094	266.9574	267.9574	271.9574	NaN	NaN	261.1937	262.1944	264.7131	265.7151	266.9655	267.9673	268.7247	0.7574	NaN	NaN	NaN
16	1	28	1	tom	3	CNf4_14.wav	SPnegh3_14.wav	CN_SPneg	14	5	1	valid	NaN	NaN	2.3239	1.2178	f4	h3	271.9574	272.9574	275.2813	276.2813	277.4991	278.4991	282.4991	NaN	NaN	271.9707	272.9716	275.2904	276.2918	277.5093	278.5106	279.7484	1.2378	NaN	NaN	NaN
16	1	28	1	tom	3	CNf1_13.wav	SPnegh2_13.wav	CN_SPneg	13	5	2	valid	NaN	NaN	2.227	0.8742	f1	h2	282.4991	283.4991	285.726	286.726	287.6002	288.6002	292.6002	NaN	NaN	282.5148	283.5157	285.7343	286.7356	287.6029	288.6041	290.1961	1.592	NaN	NaN	NaN
16	1	28	1	tom	3	CPf1_13.wav	SNnegh1_13.wav	CP_SNneg	13	4	3	directvalide	NaN	NaN	1.7154	0.81029	f1	h1	292.6002	293.6002	295.3156	296.3156	297.1259	298.1259	302.1259	NaN	NaN	292.6082	293.6097	295.3272	296.3286	297.1289	298.1303	299.2605	1.1303	NaN	NaN	NaN
16	1	28	1	tom	3	CPf3_9.wav	SNnegf4_9.wav	CP_SNneg	9	4	2	valid	NaN	NaN	2.1912	1.7031	f3	f4	302.1259	303.1259	305.3171	306.3171	308.0202	309.0202	313.0202	NaN	NaN	302.1349	303.1354	305.3204	306.3219	308.0233	309.0246	310.3804	1.3558	NaN	NaN	NaN
16	1	28	1	tom	3	CPf3_13.wav	SNposf4_13.wav	CP_SNpos	13	4	3	directvalide	NaN	NaN	1.7859	1.4005	f3	f4	313.0202	314.0202	315.8061	316.8061	318.2066	319.2066	323.2066	NaN	NaN	313.0286	314.0295	315.8144	316.8158	318.2169	319.2187	319.852	0.6333	NaN	NaN	NaN
16	1	28	1	tom	3	CNh2_11.wav	SNposf2_11.wav	CN_SNpos	11	4	1	valid	NaN	NaN	2.2526	0.9346	h2	f2	323.2066	324.2066	326.4592	327.4592	328.3938	329.3938	333.3938	NaN	NaN	323.2228	324.2231	326.4751	327.4765	328.4104	329.3949	330.3324	0.93752	NaN	NaN	NaN
16	1	28	1	tom	3	CNf4_16.wav	SPnegh1_16.wav	CN_SPneg	16	5	4	valid	NaN	NaN	2.1648	1.1527	f4	h1	333.3938	334.3938	336.5586	337.5586	338.7113	339.7113	343.7113	NaN	NaN	333.3996	334.4006	336.5684	337.5699	338.7205	339.722	340.8841	1.1621	NaN	NaN	NaN
16	1	28	1	tom	3	CPh2_16.wav	SNposh4_16.wav	CP_SNpos	16	4	4	valid	NaN	NaN	2.0086	0.70388	h2	h4	343.7113	344.7113	346.7199	347.7199	348.4238	349.4238	353.4238	NaN	NaN	343.726	344.7266	346.7286	347.73	348.4302	349.4316	351.2845	1.8528	NaN	NaN	NaN
16	1	28	1	tom	3	CPh3_10.wav	SNnegh1_10.wav	CP_SNneg	10	4	3	valid	NaN	NaN	1.8993	0.78134	h3	h1	353.4238	354.4238	356.3231	357.3231	358.1044	359.1044	363.1044	NaN	NaN	353.4357	354.4368	356.3382	357.3397	358.1066	359.1087	360.596	1.4873	NaN	NaN	NaN
16	1	28	1	tom	3	CPh1_11.wav	SPposh4_11.wav	CP_SPpos	11	1	1	valid	NaN	NaN	2.344	0.88991	h1	h4	363.1044	364.1044	366.4484	367.4484	368.3384	369.3384	373.3384	NaN	NaN	363.1121	364.1131	366.4653	367.4496	368.3504	369.3517	370.2221	0.87047	NaN	NaN	NaN
16	1	28	1	tom	3	CNf2_13.wav	SPposf3_13.wav	CN_SPpos	13	5	2	directvalide	NaN	NaN	2.3744	0.9317	f2	f3	373.3384	374.3384	376.7127	377.7127	378.6444	379.6444	383.6444	NaN	NaN	373.3557	374.3399	376.7255	377.7267	378.6606	379.662	380.3408	0.67881	NaN	NaN	NaN
16	1	28	1	tom	3	CNf4_9.wav	SNnegh1_9.wav	CN_SNneg	9	1	1	valid	NaN	NaN	2.6368	1.0707	f4	h1	383.6444	384.6444	387.2812	388.2812	389.352	390.352	394.352	NaN	NaN	383.65	384.651	387.286	388.2873	389.3546	390.356	391.0283	0.67227	NaN	NaN	NaN
16	1	28	1	tom	3	CNf1_10.wav	SPposf2_10.wav	CN_SPpos	10	5	1	directvalide	NaN	NaN	2.1186	0.87946	f1	f2	394.352	395.352	397.4706	398.4706	399.3501	400.3501	404.3501	NaN	NaN	394.3607	395.361	397.4799	398.4811	399.3647	400.3661	401.3806	1.0145	NaN	NaN	NaN
16	1	28	1	tom	3	CPf3_10.wav	SNposf1_10.wav	CP_SNpos	10	4	2	valid	NaN	NaN	1.7297	0.85769	f3	f1	404.3501	405.3501	407.0797	408.0797	408.9374	409.9374	413.9374	NaN	NaN	404.3534	405.3544	407.0892	408.0907	408.9409	409.9423	412.8767	2.9344	NaN	NaN	NaN
16	1	28	1	tom	3	CPf1_11.wav	SPnegh3_11.wav	CP_SPneg	11	4	2	valid	NaN	NaN	2.5099	1.117	f1	h3	413.9374	414.9374	417.4473	418.4473	419.5642	420.5642	424.5642	NaN	NaN	413.9463	414.9473	417.4494	418.4508	419.5682	420.5702	422.0682	1.498	NaN	NaN	NaN
16	1	28	1	tom	3	CNf4_14.wav	SPposh4_14.wav	CN_SPpos	14	5	1	valid	NaN	NaN	2.3239	0.96029	f4	h4	424.5642	425.5642	427.8881	428.8881	429.8484	430.8484	434.8484	NaN	NaN	424.5736	425.5746	427.8932	428.8946	429.8618	430.8633	431.5494	0.68617	NaN	NaN	NaN
