subID	 genre	 age	 group	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Condition_code	 Evaluation_Score	 Validation_Type	 Evaluation_Score_2	 Validation_Type_2	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Onset_Evaluation2	 End_Evaluation2	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Real_Time_Onset_Evaluation2	 Time_End_Evaluation2	 RT2
27	1	22	2	prosody	2	CNh2_10.wav	SPposf4_10.wav	CN_SPpos	10	5	4	valid	NaN	NaN	2.0737	1.0568	h2	f4	0	1	3.0737	4.0737	5.1304	6.1304	10.1304	NaN	NaN	0.0093037	1.0107	3.0791	4.08	5.1311	6.1325	8.2539	2.1214	NaN	NaN	NaN
27	1	22	2	prosody	2	CPh1_11.wav	SPposh2_11.wav	CP_SPpos	11	1	5	valid	NaN	NaN	2.344	1.0002	h1	h2	10.1304	11.1304	13.4745	14.4745	15.4747	16.4747	20.4747	NaN	NaN	10.1365	11.1375	13.4895	14.4908	15.4915	16.476	17.2305	0.75455	NaN	NaN	NaN
27	1	22	2	prosody	2	CPf3_10.wav	SPnegh1_10.wav	CP_SPneg	10	4	2	valid	NaN	NaN	1.7297	1.1431	f3	h1	20.4747	21.4747	23.2044	24.2044	25.3475	26.3475	30.3475	NaN	NaN	20.4802	21.4812	23.2159	24.2172	25.3513	26.3528	27.3739	1.0212	NaN	NaN	NaN
27	1	22	2	prosody	2	CNf1_16.wav	SNnegh2_16.wav	CN_SNneg	16	1	2	directvalide	NaN	NaN	1.716	0.72782	f1	h2	30.3475	31.3475	33.0635	34.0635	34.7913	35.7913	39.7913	NaN	NaN	30.3564	31.3578	33.0758	34.0771	34.7941	35.7955	37.0304	1.2349	NaN	NaN	NaN
27	1	22	2	prosody	2	CPf4_9.wav	SNnegf2_9.wav	CP_SNneg	9	4	3	directvalide	NaN	NaN	2.0725	1.3003	f4	f2	39.7913	40.7913	42.8638	43.8638	45.1641	46.1641	50.1641	NaN	NaN	39.7995	40.8005	42.8689	43.8702	45.1711	46.1725	46.8504	0.67788	NaN	NaN	NaN
27	1	22	2	prosody	2	CNf2_13.wav	SPnegf4_13.wav	CN_SPneg	13	5	3	valid	NaN	NaN	2.3744	0.99007	f2	f4	50.1641	51.1641	53.5385	54.5385	55.5286	56.5286	60.5286	NaN	NaN	50.1766	51.1775	53.5461	54.5476	55.5316	56.533	57.7027	1.1698	NaN	NaN	NaN
27	1	22	2	prosody	2	CNh3_12.wav	SNnegh4_12.wav	CN_SNneg	12	1	1	valid	NaN	NaN	2.1734	0.79941	h3	h4	60.5286	61.5286	63.702	64.702	65.5014	66.5014	70.5014	NaN	NaN	60.5369	61.5379	63.7064	64.7077	65.5081	66.5096	67.2309	0.72131	NaN	NaN	NaN
27	1	22	2	prosody	2	CNh2_12.wav	SNposh1_12.wav	CN_SNpos	12	4	4	valid	NaN	NaN	2.094	0.77653	h2	h1	70.5014	71.5014	73.5954	74.5954	75.372	76.372	80.372	NaN	NaN	70.5135	71.5145	73.5996	74.6011	75.3846	76.3861	78.023	1.6369	NaN	NaN	NaN
27	1	22	2	prosody	2	CPf4_9.wav	SPposh4_9.wav	CP_SPpos	9	1	4	valid	NaN	NaN	2.0725	1.0206	f4	h4	80.372	81.372	83.4444	84.4444	85.4651	86.4651	90.4651	NaN	NaN	80.3901	81.3744	83.4594	84.4608	85.4781	86.4796	87.9667	1.4871	NaN	NaN	NaN
27	1	22	2	prosody	2	CPf1_13.wav	SPnegh4_13.wav	CP_SPneg	13	4	2	valid	NaN	NaN	1.7154	1.1212	f1	h4	90.4651	91.4651	93.1805	94.1805	95.3017	96.3017	100.3017	NaN	NaN	90.4667	91.4678	93.1858	94.1872	95.3046	96.306	97.5906	1.2847	NaN	NaN	NaN
27	1	22	2	prosody	2	CNf4_11.wav	SNposh3_11.wav	CN_SNpos	11	4	4	valid	NaN	NaN	2.3907	0.79438	f4	h3	100.3017	101.3017	103.6923	104.6923	105.4867	106.4867	110.4867	NaN	NaN	100.31	101.311	103.6964	104.6978	105.4981	106.4995	108.1983	1.6988	NaN	NaN	NaN
27	1	22	2	prosody	2	CNf1_16.wav	SPposh2_16.wav	CN_SPpos	16	5	4	valid	NaN	NaN	1.716	0.73596	f1	h2	110.4867	111.4867	113.2027	114.2027	114.9387	115.9387	119.9387	NaN	NaN	110.5036	111.4877	113.2058	114.2072	114.941	115.9423	117.1829	1.2406	NaN	NaN	NaN
27	1	22	2	prosody	2	CNf1_13.wav	SPposh2_13.wav	CN_SPpos	13	5	4	valid	NaN	NaN	2.227	0.88234	f1	h2	119.9387	120.9387	123.1657	124.1657	125.048	126.048	130.048	NaN	NaN	119.9463	120.9473	123.1828	124.1672	125.0513	126.0521	127.2225	1.1703	NaN	NaN	NaN
