ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
-0.755105	2.37435	3.08783	1.03765	0.488194	1.61716	0.224047	-0.506308	0.994838	1.50766	1.44797	1.05813	1.48712	2.14587	1.46693	-0.113194	1.13683	1.03373	1.39235	0.967994	
0.124662	-1.34282	-1.15326	-1.5182	-0.788132	-1.13329	-1.53112	-1.56713	-2.14059	-1.03545	-0.753455	-0.829597	-1.42458	-0.824321	-0.982492	-1.23848	-0.213025	-0.33909	-0.422671	-2.04391	
-0.13542	-1.41268	0.0916686	-1.37058	0.980455	1.7037	3.02553	1.52382	0.997018	0.138926	0.297259	0.130379	-0.217303	-1.01607	1.88052	0.0646021	3.68262	3.00087	3.87003	3.34101	
0.720491	0.0591363	0.60534	-0.0321939	-0.0306859	0.921735	-0.000280119	-0.49303	-0.0567774	0.707452	0.637805	-0.23304	-0.289231	1.00358	0.833693	-1.32677	-1.15725	0.430414	0.329386	-1.07261	
0.757473	0.41416	0.781855	0.669871	0.604322	1.31319	0.567783	0.443331	0.233726	0.235019	1.17518	1.23002	0.142437	-0.00874307	0.0121287	-0.26295	0.59257	0.259131	0.642179	0.507941	
-0.0155561	-0.746363	-0.531634	-1.45253	1.6128	-1.34722	1.92973	1.61115	-0.462001	-4.10154	-2.26773	-1.50441	-0.990799	-0.329696	-1.40269	-0.552479	2.24979	2.51051	0.562858	-0.819201	
-1.0274	-0.484076	-0.235217	0.0662278	0.5398	0.0793532	-0.124737	-1.22158	-0.182406	0.333715	0.396206	-0.663386	0.226086	-0.532447	0.27022	-1.00157	0.0253811	0.49712	0.172322	1.01849	
-0.607258	-0.108217	0.371912	-0.288851	-0.79255	0.594777	0.849883	-0.162584	-0.137217	-0.0162726	-0.337831	0.373745	-0.301178	0.155626	0.675004	-1.73607	0.367266	0.0342008	-0.290835	-0.0809525	
0.166622	1.05673	0.333309	0.21964	-1.20439	-0.0772008	-0.722326	-1.4307	0.00315228	-0.6932	-0.248283	-0.268323	0.104047	0.385496	0.550261	0.0277278	0.0702435	-0.0279971	-0.2685	-0.429721	
-1.32773	-0.929449	-0.293514	-0.448645	-1.97853	-1.12134	-1.17862	-1.11214	-0.0169051	-1.08735	-0.0678176	-0.146887	-0.124311	-0.588815	-0.265822	-0.397404	1.06522	0.646598	0.421643	0.473788	
-0.143	0.541158	0.130234	0.257439	-0.23463	0.681855	0.286247	-0.190764	0.457088	0.444955	0.659937	0.172808	-0.011349	-0.298737	-0.0830053	-0.198119	-0.805796	-0.212844	-0.498779	-0.76069	
0.7354	0.97067	0.912148	-0.377294	0.417113	0.516282	0.371912	0.609912	1.28716	0.857821	1.01732	0.65074	0.656984	0.231176	0.156242	0.518452	0.879569	1.02968	0.554727	0.0966492	
-2.72109	-1.33431	-3.36363	-4.11685	-2.40512	0.125917	-0.540955	-1.49888	-2.31868	-0.421045	-1.63172	-2.42508	-3.78629	-2.50009	-1.31005	-2.1837	-1.72611	-2.26165	-2.03801	-2.94182	
-0.222726	0.296338	-0.360059	-0.491869	-0.515718	1.13446	0.240665	-1.48063	-0.81803	-0.514141	-0.794388	-0.120062	-0.878298	-0.616761	-0.0651689	-1.65126	0.625812	-0.404066	-0.465734	-1.28224	
-2.43374	-1.28651	-0.893918	-2.34871	-2.41365	-1.39443	-2.7658	-1.66114	-2.17151	-1.41209	-1.93233	-3.13743	-2.10465	-3.1126	-2.52906	-3.16247	-0.176943	-0.216002	0.529425	0.558144	
0.505646	-0.31002	0.0653374	-0.738024	-1.69746	0.408299	-1.13984	-0.270388	-1.27386	-0.891453	-1.51682	-2.25796	-1.38945	-0.0805271	-0.138828	-1.34594	-0.973688	-0.518439	-1.78095	-2.05349	
1.93781	1.84401	1.35638	1.44624	1.05188	1.56596	1.52501	3.00216	2.54185	1.14201	-0.291479	2.08511	-0.111296	2.28592	0.000741443	2.35421	0.850764	1.99315	0.139828	-1.23489	
