ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
-0.98759	0.301129	0.0689377	0.339846	-0.679624	-0.319776	1.38896	-1.84784	-0.946413	-0.513439	-0.52943	-0.33202	0.690735	-0.21222	0.623984	0.55235	0.214667	0.0221363	0.632708	-1.71563	
-1.44474	-1.60279	-1.00199	-1.13755	-0.0148192	0.629885	0.339899	-0.111679	0.954513	0.74886	0.558235	0.0924539	0.00256087	-0.00782852	0.307181	0.594678	0.295648	0.211853	0.835992	0.33851	
-2.11683	-1.32585	-0.917755	-2.16375	0.00183965	0.412647	-0.0419537	0.0914468	-0.0297283	-0.216964	0.439631	-0.620172	0.35692	-0.461689	0.389922	0.655452	-0.251394	-0.0526712	-0.020831	-0.364087	
-0.760642	-0.707986	-0.973314	-1.06919	-0.658506	0.113313	-1.00507	-1.00305	0.00680047	-0.889039	-0.153991	-1.49792	0.0459846	0.765156	0.550014	-1.06849	0.0237317	-0.0330834	0.158303	-0.759019	
1.27735	1.68251	1.52641	1.27831	1.7769	0.632739	0.891131	0.122276	1.59899	1.6819	1.9944	0.887333	-0.23934	0.164062	0.386807	-0.76858	0.862028	0.98134	0.784278	0.690455	
-3.25974	-4.26464	-3.14387	-3.92183	-3.02853	-2.3672	-2.81878	-2.49185	-4.32068	-3.7032	-3.43925	-3.75347	-4.79766	-4.85928	-4.17407	-5.66715	-2.48223	-2.34294	-2.91297	-4.6108	
-0.778714	0.00478527	-0.138188	0.234725	-0.0759705	0.568127	0.16586	-0.571301	0.198344	0.432238	0.717284	-0.251113	-0.468166	-0.120242	-0.234689	-1.79275	0.449147	0.402604	0.479848	0.0557731	
0.232499	0.306271	0.343426	-0.252739	0.373138	0.94386	0.645031	0.658491	-0.422912	0.506837	-0.0345386	-0.0515637	-0.172931	-0.65481	-0.233973	-0.874347	0.12658	0.130676	-0.176953	-0.15544	
1.82106	1.62271	1.56008	-0.0968423	-0.216533	0.885609	2.17835	-0.495397	2.77933	1.07524	1.113	1.16359	2.11167	0.795065	2.12582	0.993179	-0.781656	0.875376	1.08896	0.71252	
-3.40886	-2.03711	-1.46147	-1.92371	-1.18793	0.0762811	-1.75605	-2.68623	-0.603759	-0.458344	0.47394	-0.430145	-0.587072	-1.44815	-2.43041	-1.10473	-0.908424	1.09753	0.490075	-1.11638	
0.4906	1.00573	0.7944	-0.103305	1.64193	1.31412	1.12189	0.731953	1.28764	1.35302	0.790208	1.44175	0.936728	1.26959	0.299847	1.41854	0.520779	0.528048	1.82602	0.472062	
-1.93249	-1.55893	-1.51918	-1.77217	-0.954473	-0.611771	0.495241	-0.611434	-0.759568	-1.19399	-0.668572	-0.828981	-0.316127	-0.845826	0.885339	-0.286664	2.15264	1.20274	1.16983	0.689989	
2.74287	2.46173	3.33229	2.9425	3.03485	3.44425	2.37502	1.55343	1.4735	2.43236	2.37469	1.4115	0.879686	3.38444	2.46178	0.416939	0.217417	1.57024	2.13034	1.46747	
-0.86354	-1.2221	-0.705659	-1.69864	-2.52074	-1.00058	-1.50854	-2.5949	-1.07827	-0.972622	-0.90217	-1.67677	-0.838162	-2.23569	-0.470155	-1.22834	-1.04501	-1.43805	-0.977195	-0.630853	
-0.0996559	0.0508981	0.0469643	-1.04169	-0.939517	0.661457	-0.940892	-0.6479	-0.671562	1.51214	-0.966374	-0.686543	0.74711	2.41241	0.65377	1.0281	2.30779	2.43306	0.725128	-1.15139	
-0.289711	0.983968	-0.232149	0.634366	1.06686	1.42249	0.255025	-0.195529	0.89373	1.61656	1.1488	0.155735	0.553275	-0.116185	0.896222	-1.01567	0.817778	0.749534	0.65026	0.276925	
-0.40782	1.54559	2.21669	0.858046	0.782625	2.4319	4.36963	0.618126	1.09572	0.652479	1.05874	1.23275	0.679697	0.696964	0.513925	-0.0350443	1.91885	1.23094	0.709674	1.25323	
1.48866	1.51781	1.06314	1.38751	0.276216	0.960825	1.16394	-0.160167	0.529042	-0.55171	1.31365	0.335224	2.18954	2.70417	1.74227	0.84046	0.185218	-0.0853982	-0.140733	-1.37779	
-2.23884	0.694796	0.102155	0.284239	-0.272419	-0.6974	1.12432	-0.935964	1.11518	2.01886	1.57275	1.95228	2.76361	4.07598	1.27897	2.66369	1.25448	1.26453	1.7483	0.0506695	
0.690116	0.208808	0.846486	0.290417	-1.6708	0.117561	-1.17434	-1.17154	-0.6957	0.638811	0.98669	-0.798626	0.591155	0.908456	-0.0114645	0.0334775	0.246084	0.343287	0.322099	0.0531435	
-0.179582	-0.335417	0.482464	-0.485039	-0.0635594	-0.0701648	0.253331	0.0668465	0.597426	0.228982	0.509356	-0.0193491	-0.47181	-0.299669	-0.355323	-0.353637	0.621669	0.523812	0.0116498	-0.437803	
-0.762673	-0.287879	-0.477016	-1.03753	-2.6868	-2.17726	-2.48674	-1.88439	-2.7596	-1.29144	-0.771177	-1.18344	-1.56813	-0.8231	0.156983	-1.31347	0.214551	-0.309011	0.00893785	-1.41041	
0.220242	0.280427	0.660707	-0.0960403	1.46696	1.95234	1.81931	-0.379292	1.33931	1.70062	1.05678	1.69857	0.436013	0.669089	0.730327	0.478087	2.38909	1.55724	1.50482	0.948256	
-0.540973	-0.442667	-0.105332	-0.471488	-0.990226	-0.680992	-0.0448619	-1.0786	0.886384	0.70621	0.0759342	-0.357651	0.877929	0.431298	0.577802	0.410303	1.16905	1.22742	1.52395	1.26108	
-0.612522	-1.06568	-0.619163	-1.60537	-0.0237838	1.4877	0.184655	0.259978	-0.373198	-0.713653	-1.00374	-0.755825	-0.750331	-0.379045	-0.376508	-0.413857	-0.41806	-0.549836	-1.90219	-1.455	
1.27782	3.68104	2.36281	0.906988	0.981263	0.630367	0.178106	2.66259	1.20879	2.15278	-2.43983	3.13442	1.90281	0.829591	0.298817	1.3319	1.72543	2.84585	2.69305	0.318413	
