ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
-2.80824	-1.56696	-0.743233	-3.13169	2.14881	1.80209	1.13736	0.114092	0.420368	1.34088	0.830378	0.0515716	2.36787	-0.317672	2.77443	-0.354828	0.129583	-1.29438	0.988156	-1.6985	
0.507643	1.75038	1.42975	0.597679	0.848133	0.944202	2.04965	0.637246	-0.35724	1.43446	2.03835	0.5821	0.664162	1.93164	0.619358	-1.42715	0.604574	1.57055	2.01023	0.681536	
2.56169	2.61912	2.35357	2.67508	2.28659	2.27106	1.25871	1.59658	1.84779	1.85093	2.03855	1.16548	1.24512	2.11698	2.56941	1.25284	2.26973	2.36673	1.96161	1.38387	
1.15986	0.666768	2.51606	1.52752	-2.23185	-0.0387032	-0.199544	-3.09382	3.23473	5.34482	3.61026	2.23227	1.68656	1.66135	1.5351	1.53207	2.3798	2.74911	1.3704	-0.684519	
0.746599	1.5661	0.344833	1.24449	1.13167	0.161069	-0.0855928	-1.07898	1.77397	2.34385	2.27509	1.24545	0.226248	0.21073	1.27083	0.67809	0.326561	0.0691995	0.627674	-0.563281	
-0.597243	1.60338	1.35412	-0.325043	1.44392	2.4292	4.39279	0.99656	0.750086	2.36763	2.16742	0.83388	0.701769	1.23308	1.19457	0.0790845	1.68372	2.02456	1.92115	1.43066	
-0.371156	1.06055	-1.36574	1.29548	-1.48018	-0.974456	0.462723	-1.06386	-0.767116	-2.16477	-2.03586	-1.26223	0.592825	1.03422	0.158221	-0.684294	-0.91274	-0.422575	-0.75117	-1.06394	
1.37986	1.77748	2.00377	1.24016	0.379206	1.09834	-0.155221	0.226968	1.16871	2.3322	2.24558	1.45063	2.66719	4.2903	1.72649	2.24188	1.29373	1.91916	2.20026	0.338448	
0.773685	1.11427	1.09842	0.957855	0.988033	2.40445	2.29061	0.849551	1.07604	0.9571	1.99692	0.166087	1.04252	1.47692	0.990415	0.638966	0.190204	0.27811	0.0939814	-0.0254795	
0.528197	1.21446	1.36842	-0.640637	0.528544	0.810959	0.59007	0.182298	0.930179	0.973909	1.00052	0.428634	0.368369	0.769375	-0.212258	0.768899	0.823641	1.55822	0.736562	0.718959	
-0.454972	-0.481534	-0.434327	-1.12123	0.321427	-0.28337	-0.146397	0.32469	-2.02824	-0.0413548	0.242256	0.0433324	-0.848806	2.03329	1.38404	-0.349317	0.0181531	0.0759142	0.073746	-1.13884	
-0.34898	0.028648	0.330667	-0.696622	0.374705	0.526787	0.189501	-2.21208	0.70831	-0.00320527	0.750929	0.90229	-0.0711976	0.818416	0.60747	0.0932332	3.27571	3.26152	1.95626	1.20358	
-0.480735	-0.810527	-1.70649	-3.21882	-1.48214	-0.859557	0.048448	-0.279053	-0.309611	-0.410869	-0.946654	-0.940854	-0.162391	-0.0907989	0.37806	-2.13092	-0.0418967	0.91503	0.32807	-0.331408	
1.6232	2.32033	2.20879	2.06664	3.37888	1.77722	3.16167	1.81168	2.60291	1.72977	2.06173	3.48521	1.97931	2.91704	1.18736	1.12712	2.44385	2.04277	1.12552	0.476978	
-2.69167	-1.66721	-1.89506	-0.139966	0.829154	1.7989	1.2708	2.87396	-1.29743	0.454579	1.66239	-0.663143	0.506235	-0.229375	0.864139	-2.55361	-2.39742	0.676758	-2.08594	-3.87082	
