ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
0.210501	1.40501	1.40185	1.99164	0.537777	0.834045	0.536634	-0.174023	0.972447	1.74498	0.208789	0.0636978	2.44802	2.36036	2.49291	2.64406	1.03338	1.43161	-0.299004	0.365478	
-2.67067	-2.48139	-1.71125	-2.10323	-1.80972	-0.0705475	-1.27083	-2.49652	0.285751	-0.253572	-0.256073	-0.251303	-0.849615	-1.35096	-1.07006	-0.677084	-0.551868	-1.04302	-0.566697	-1.86801	
-1.49542	-1.22032	-0.79406	-1.39354	-0.405393	0.316008	-0.432687	-0.537079	-0.273506	-0.161885	0.0663581	-0.267254	-0.427878	-0.18082	-0.0881154	-0.112137	-0.369687	-0.518045	-0.651322	-0.28254	
-0.0158505	-0.0146566	-0.0124513	-0.818024	-0.757187	-0.464071	-1.54252	-1.43354	-1.04019	-1.59178	-0.63632	-1.12344	-0.610488	-0.501739	-0.612488	-0.815117	0.00159083	0.221923	0.254574	0.159915	
-0.392396	-0.594223	-0.695072	0.000951532	0.0479235	-0.365881	-0.762481	-0.165208	0.859258	1.03185	1.54065	0.763913	-0.323009	0.527535	0.468057	0.420264	-0.837292	-0.165546	-0.36725	-0.354042	
-0.668755	-1.42087	-0.682196	-2.66236	-0.469956	0.154677	0.198717	-0.168928	0.621845	0.259756	0.442648	1.50716	0.125422	-0.295128	0.428143	-0.766541	0.0197696	0.963605	0.50499	-0.319107	
-2.85543	-2.13401	-0.0380789	-2.96215	-2.37358	0.244213	-2.57226	-3.35071	-0.290889	-0.287446	0.260623	-1.21787	-1.28443	-1.23131	-0.499423	-3.52472	1.48139	1.30668	1.06652	-0.158224	
-0.0322638	-0.230103	0.407633	-0.0883584	1.34864	1.49913	1.33291	0.843812	0.258277	1.06218	0.698532	0.567357	-0.472478	0.483872	0.255928	0.279898	-0.321854	0.0762127	-0.295197	0.249404	
0.614058	2.7816	1.28401	1.58113	-0.263547	0.331126	-1.25519	-1.06008	0.331582	1.70073	0.146028	0.200937	-0.560403	-0.70061	-0.187158	-0.242063	0.76478	0.428156	1.40991	0.749856	
-0.281239	1.5865	3.54685	1.04771	0.39257	1.25045	0.657372	0.348998	1.87435	1.48987	1.47566	2.05264	2.12052	2.00389	1.34918	0.873347	1.32485	0.97558	2.36954	1.33492	
-0.284698	-0.0333611	-0.45507	-0.414004	-0.970081	-0.491374	-0.68909	-1.00437	-0.593198	-0.461736	-1.49386	-0.880226	-1.56601	-1.03094	-1.05195	-0.737753	0.598541	-0.77381	0.385309	0.38171	
