ons.statement_evaluation.prosody.CN_SNneg	ons.statement_evaluation.prosody.CN_SPneg	ons.statement_evaluation.prosody.CP_SNpos	ons.statement_evaluation.prosody.CP_SPpos	ons.statement_evaluation.semantic.CN_SNneg	ons.statement_evaluation.semantic.CN_SPneg	ons.statement_evaluation.semantic.CP_SNpos	ons.statement_evaluation.semantic.CP_SPpos	ons.statement_evaluation.irony.CN_SNneg	ons.statement_evaluation.irony.CN_SPneg	ons.statement_evaluation.irony.CP_SNpos	ons.statement_evaluation.irony.CP_SPpos	ons.statement_evaluation.sarcasm.CN_SNneg	ons.statement_evaluation.sarcasm.CN_SPneg	ons.statement_evaluation.sarcasm.CP_SNpos	ons.statement_evaluation.sarcasm.CP_SPpos	ons.statement_evaluation.tom.CN_SNneg	ons.statement_evaluation.tom.CN_SPneg	ons.statement_evaluation.tom.CP_SNpos	ons.statement_evaluation.tom.CP_SPpos	
0.277983	0.846953	1.31006	1.30214	0.735755	0.701815	-0.0365725	-0.915665	0.231613	1.25862	0.333839	1.48258	0.310093	0.486159	0.789363	1.05941	-0.455999	0.357627	-0.662854	-0.223711	
-1.29266	-0.2162	-0.306341	-0.946144	-0.912723	-0.361123	-0.575134	-1.06078	1.44821	0.907702	0.457568	0.74054	-0.392946	-0.619198	-0.732149	-0.198157	-0.936837	-1.00757	-0.660194	-0.17801	
-0.383312	0.171709	0.226491	-0.597042	-0.182235	0.16247	-0.27723	-0.395039	0.462012	0.563603	0.918421	-0.00293945	0.0339649	0.024504	0.296049	0.574334	0.946549	0.665274	0.889721	0.411923	
-0.246134	-0.143099	-0.207514	-0.33804	-0.133859	0.811058	-0.588825	-0.930925	-0.730309	-0.463085	-0.0424157	-0.982343	0.415333	1.29101	0.230524	1.03145	-0.0232341	0.335666	0.741497	0.067769	
-0.170795	-0.27427	0.220835	0.717194	1.22805	0.807272	1.19461	0.0945189	0.0605652	0.120819	0.254057	-0.410282	-0.984674	0.15156	0.242716	-1.11303	-1.14192	-0.790757	-1.20706	-1.49837	
0.32346	0.306207	0.0855768	-1.40957	-0.727193	0.0214937	-0.050486	-0.572169	-0.11284	0.254385	0.743521	0.948798	1.17675	0.470298	0.378842	-0.12953	-0.772033	-0.157068	-0.23146	-1.38661	
-0.685616	-0.815418	-0.0743191	-0.34643	0.298211	0.951597	0.245721	-0.0186945	0.0367313	0.767483	0.472467	-0.424629	0.381991	0.272114	0.186849	-0.405776	0.422257	0.884219	1.0498	0.463223	
0.180042	0.380861	0.0540304	-0.19386	0.623238	1.47805	0.519487	0.515569	-0.244273	0.820964	-0.0146063	-0.0891256	-0.572643	-0.255047	0.238788	-0.258486	0.129924	0.315291	0.0677284	0.0828393	
0.545091	0.640524	-0.795821	-0.741229	-0.69845	0.543368	-0.140685	-0.89834	0.657452	0.750044	-0.236552	0.481458	0.140548	-0.317493	0.129674	-0.548383	-1.14778	-0.0188831	-0.240623	0.0309657	
0.493034	2.11508	2.79074	0.595562	-0.586061	0.0255769	-0.65516	-1.05111	-0.297901	0.377034	-0.0914856	-0.242586	0.801002	0.808258	0.212539	0.00307401	-0.385397	1.40796	1.33424	-0.163032	
