subID	 genre	 age	 group	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Condition_code	 Evaluation_Score	 Validation_Type	 Evaluation_Score_2	 Validation_Type_2	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Onset_Evaluation2	 End_Evaluation2	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Real_Time_Onset_Evaluation2	 Time_End_Evaluation2	 RT2
11	2	26	2	semantic	3	CNh2_4.wav	SPnegf4_4.wav	CN_SPneg	4	5	4	valid	NaN	NaN	2.033	1.6621	h2	f4	0	1	3.033	4.033	5.6951	6.6951	10.6951	NaN	NaN	0.013764	1.0151	3.0501	4.0348	5.7027	6.7041	8.7086	2.0044	NaN	NaN	NaN
11	2	26	2	semantic	3	CNh4_6.wav	SPposf4_6.wav	CN_SPpos	6	5	5	valid	NaN	NaN	2.7529	1.3697	h4	f4	10.6951	11.6951	14.448	15.448	16.8177	17.8177	21.8177	NaN	NaN	10.7081	11.7091	14.4615	15.4628	16.8305	17.8319	18.9323	1.1004	NaN	NaN	NaN
11	2	26	2	semantic	3	CNf3_6.wav	SNnegh3_6.wav	CN_SNneg	6	1	1	directvalide	NaN	NaN	2.4988	0.99599	f3	h3	21.8177	22.8177	25.3165	26.3165	27.3125	28.3125	32.3125	NaN	NaN	21.8358	22.8201	25.3222	26.3237	27.3242	28.3257	29.2207	0.895	NaN	NaN	NaN
11	2	26	2	semantic	3	CPf1_2.wav	SPnegh1_2.wav	CP_SPneg	2	4	4	valid	NaN	NaN	1.8026	1.7807	f1	h1	32.3125	33.3125	35.1151	36.1151	37.8958	38.8958	42.8958	NaN	NaN	32.3298	33.3305	35.132	36.1335	37.9016	38.9027	40.0923	1.1895	NaN	NaN	NaN
11	2	26	2	semantic	3	CNh4_5.wav	SNnegf3_5.wav	CN_SNneg	5	1	2	valid	NaN	NaN	2.3706	1.1299	h4	f3	42.8958	43.8958	46.2664	47.2664	48.3962	49.3962	53.3962	NaN	NaN	42.9068	43.9078	46.2765	47.2779	48.4119	49.4134	52.2007	2.7873	NaN	NaN	NaN
11	2	26	2	semantic	3	CPh2_6.wav	SNposf1_6.wav	CP_SNpos	6	4	1	valid	NaN	NaN	2.1103	0.94796	h2	f1	53.3962	54.3962	56.5065	57.5065	58.4545	59.4545	63.4545	NaN	NaN	53.4006	54.4016	56.52	57.5214	58.4719	59.4565	60.4437	0.98714	NaN	NaN	NaN
11	2	26	2	semantic	3	CPf3_8.wav	SNposh2_8.wav	CP_SNpos	8	4	1	valid	NaN	NaN	1.6434	0.88234	f3	h2	63.4545	64.4545	66.0978	67.0978	67.9801	68.9801	72.9801	NaN	NaN	63.4607	64.4617	66.1129	67.1144	67.9813	68.9828	70.429	1.4461	NaN	NaN	NaN
11	2	26	2	semantic	3	CPf4_2.wav	SNnegh1_2.wav	CP_SNneg	2	4	2	valid	NaN	NaN	1.9699	1.0563	f4	h1	72.9801	73.9801	75.95	76.95	78.0063	79.0063	83.0063	NaN	NaN	72.9868	73.9878	75.9561	76.9575	78.0083	79.0095	81.5888	2.5794	NaN	NaN	NaN
11	2	26	2	semantic	3	CNh3_7.wav	SNposf2_7.wav	CN_SNpos	7	4	2	valid	NaN	NaN	2.2218	0.99991	h3	f2	83.0063	84.0063	86.2281	87.2281	88.228	89.228	93.228	NaN	NaN	83.0136	84.0144	86.233	87.2343	88.2349	89.2363	91.7895	2.5531	NaN	NaN	NaN
11	2	26	2	semantic	3	CNf3_1.wav	SPposf4_1.wav	CN_SPpos	1	5	4	valid	NaN	NaN	2.1499	1.1747	f3	f4	93.228	94.228	96.3779	97.3779	98.5527	99.5527	103.5527	NaN	NaN	93.2403	94.2414	96.3931	97.3945	98.5619	99.5634	100.9804	1.417	NaN	NaN	NaN
