subID	 genre	 age	 group	 task	 run	 Context 	 Statement	 Condition_name	 Situation	 Condition_code	 Evaluation_Score	 Validation_Type	 Evaluation_Score_2	 Validation_Type_2	 Time_Context	 Time_Statement	 Voice_Context	 Voice_Statement	 Time_Onset	 Time_Onset_Context	 Time_End_Context	 Time_Onset_Statement	 Time_End_Statement	 Onset_Evaluation	 End_Evaluation	 Onset_Evaluation2	 End_Evaluation2	 Real_Time_Onset	 Real_Time_Onset_Context	 Real_Time_End_Context	 Real_Time_Onset_Statement	 Real_Time_End_Statement	 Real_Time_Onset_Evaluation	 Real_Time_End_Evaluation	 RT	 Real_Time_Onset_Evaluation2	 Time_End_Evaluation2	 RT2
34	1	34	1	prosody	2	CNf3_8.wav	SPnegh4_8.wav	CN_SPneg	8	5	5	valid	NaN	NaN	2.4237	0.90499	f3	h4	0	1	3.4237	4.4237	5.3287	6.3287	10.3287	NaN	NaN	0.0042298	1.0056	3.441	4.4257	5.3428	6.3438	8.6326	2.2888	NaN	NaN	NaN
34	1	34	1	prosody	2	CNf4_2.wav	SPnegh3_2.wav	CN_SPneg	2	5	5	valid	NaN	NaN	2.2478	1.4557	f4	h3	10.3287	11.3287	13.5765	14.5765	16.0322	17.0322	21.0322	NaN	NaN	10.3314	11.3326	13.5844	14.5858	16.0369	17.0382	18.7532	1.715	NaN	NaN	NaN
34	1	34	1	prosody	2	CNf2_5.wav	SNnegh3_5.wav	CN_SNneg	5	1	1	valid	NaN	NaN	2.1269	0.98794	f2	h3	21.0322	22.0322	24.1591	25.1591	26.147	27.147	31.147	NaN	NaN	21.0423	22.0432	24.1616	25.163	26.1636	27.1482	28.3774	1.2293	NaN	NaN	NaN
34	1	34	1	prosody	2	CNh1_1.wav	SNnegf1_1.wav	CN_SNneg	1	1	3	valid	NaN	NaN	1.7653	2.1994	h1	f1	31.147	32.147	33.9122	34.9122	37.1116	38.1116	42.1116	NaN	NaN	31.1523	32.153	33.9214	34.9227	37.1245	38.1259	39.8014	1.6755	NaN	NaN	NaN
34	1	34	1	prosody	2	CPh3_2.wav	SPposf1_2.wav	CP_SPpos	2	1	5	valid	NaN	NaN	1.9234	1.5529	h3	f1	42.1116	43.1116	45.0351	46.0351	47.5879	48.5879	52.5879	NaN	NaN	42.1132	43.1142	45.0492	46.0506	47.6016	48.603	49.5571	0.95409	NaN	NaN	NaN
34	1	34	1	prosody	2	CPh4_8.wav	SNnegh1_8.wav	CP_SNneg	8	4	1	valid	NaN	NaN	1.6168	0.7119	h4	h1	52.5879	53.5879	55.2047	56.2047	56.9166	57.9166	61.9166	NaN	NaN	52.5899	53.5913	55.2091	56.2106	56.9277	57.929	58.9294	1.0004	NaN	NaN	NaN
34	1	34	1	prosody	2	CNf3_7.wav	SNposf2_7.wav	CN_SNpos	7	4	1	directvalide	NaN	NaN	2.3112	0.99991	f3	f2	61.9166	62.9166	65.2278	66.2278	67.2277	68.2277	72.2277	NaN	NaN	61.933	62.934	65.2358	66.2373	67.2378	68.2393	68.9136	0.67433	NaN	NaN	NaN
34	1	34	1	prosody	2	CPf3_7.wav	SNposh3_7.wav	CP_SNpos	7	4	1	valid	NaN	NaN	2.0523	1.0444	f3	h3	72.2277	73.2277	75.2801	76.2801	77.3245	78.3245	82.3245	NaN	NaN	72.2433	73.2441	75.296	76.2973	77.3313	78.3326	80.2093	1.8767	NaN	NaN	NaN
34	1	34	1	prosody	2	CNh3_1.wav	SNposh2_1.wav	CN_SNpos	1	4	1	valid	NaN	NaN	2.1412	1.0612	h3	h2	82.3245	83.3245	85.4657	86.4657	87.5269	88.5269	92.5269	NaN	NaN	82.3366	83.3376	85.4727	86.4741	87.5417	88.5428	89.8418	1.299	NaN	NaN	NaN
34	1	34	1	prosody	2	CNh1_3.wav	SNnegh2_3.wav	CN_SNneg	3	1	1	valid	NaN	NaN	2.4936	1.1466	h1	h2	92.5269	93.5269	96.0205	97.0205	98.1671	99.1671	103.1671	NaN	NaN	92.5301	93.5308	96.0332	97.0347	98.1687	99.1701	100.4492	1.2791	NaN	NaN	NaN
34	1	34	1	prosody	2	CPf2_1.wav	SNnegh1_1.wav	CP_SNneg	1	4	1	directvalide	NaN	NaN	2.0871	0.97426	f2	h1	103.1671	104.1671	106.2542	107.2542	108.2285	109.2285	113.2285	NaN	NaN	103.1741	104.1751	106.2602	107.2616	108.2455	109.2301	109.8978	0.66765	NaN	NaN	NaN
34	1	34	1	prosody	2	CPh3_1.wav	SPnegh4_1.wav	CP_SPneg	1	4	4	valid	NaN	NaN	2.0823	0.98041	h3	h4	113.2285	114.2285	116.3108	117.3108	118.2912	119.2912	123.2912	NaN	NaN	113.2341	114.235	116.3204	117.3215	118.3056	119.3069	121.3612	2.0543	NaN	NaN	NaN
34	1	34	1	prosody	2	CPf4_7.wav	SPposh1_7.wav	CP_SPpos	7	1	4	valid	NaN	NaN	2.1392	0.8151	f4	h1	123.2912	124.2912	126.4304	127.4304	128.2455	129.2455	133.2455	NaN	NaN	123.2942	124.2952	126.447	127.4314	128.2487	129.2501	130.7455	1.4954	NaN	NaN	NaN
34	1	34	1	prosody	2	CPf1_4.wav	SPnegh1_4.wav	CP_SPneg	4	4	4	valid	NaN	NaN	2.2781	1.5386	f1	h1	133.2455	134.2455	136.5236	137.5236	139.0622	140.0622	144.0622	NaN	NaN	133.2541	134.2552	136.5403	137.5249	139.0761	140.0776	141.0574	0.97981	NaN	NaN	NaN
34	1	34	1	prosody	2	CNh2_6.wav	SPnegf3_6.wav	CN_SPneg	6	5	4	directvalide	NaN	NaN	2.4152	1.3205	h2	f3	144.0622	145.0622	147.4774	148.4774	149.7979	150.7979	154.7979	NaN	NaN	144.0649	145.0655	147.4846	148.4859	149.8034	150.8049	151.9697	1.1648	NaN	NaN	NaN
